Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
ee35800e-717f-e3dd-f0d8-1bbd533746b2,2011-04-15,,999-79-8835,,,,Alicia629,,Hilpert278,,,,white,nonhispanic,F,Falmouth  Massachusetts  US,274 Moore Ville Apt 32,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.43039978392791,-73.2986285715393,21174.30,17790.54,72431
be27ec9e-971c-23fe-870b-f652ceee6a4a,1988-02-24,,999-61-5860,S99943430,X58263751X,Mr.,Florencio463,Roscoe437,MacGyver246,,,M,white,nonhispanic,M,Boston  Massachusetts  US,656 Williamson Ramp,North Attleborough,Massachusetts,Bristol County,,00000,41.9755692871471,-71.37126608074702,6555.09,102442.07,550
0f65a522-fe0d-295f-3576-2c3e4a85cf7e,2014-02-12,,999-40-7349,,,,Maddie576,Tomiko229,Ernser583,,,,hawaiian,nonhispanic,F,Marshfield  Massachusetts  US,645 Schroeder Extension Apt 53,Scituate,Massachusetts,Plymouth County,25023,02066,42.18734480497251,-70.70920913573644,33447.00,5961.12,114068
b3cb6964-9eb4-d9fb-9b9b-c11a3a8c4e09,1998-12-14,,999-46-2207,S99996555,X65878450X,Mr.,Willian804,Felix524,Gleichner915,,,,white,nonhispanic,M,Cambridge  Massachusetts  US,399 Feil Junction,Springfield,Massachusetts,Hampden County,25013,01151,42.140620834977085,-72.56517444474828,35029.04,33998.61,197376
c5c5e4ab-0e2e-c323-9a14-99ea6c7b54b1,1972-10-17,,999-29-3004,S99916663,X42758904X,Mr.,Russ979,Arnoldo445,Reichel38,,,S,white,nonhispanic,M,Amherst  Massachusetts  US,1056 Labadie Parade,Westwood,Massachusetts,Norfolk County,,00000,42.236183453545834,-71.1946586538877,105516.64,19711.13,67357
6296e2fb-44c1-2491-68af-711e9ce39e99,1998-08-13,,999-41-7310,S99936070,X76071639X,Mr.,Earle679,Emmett200,Swaniawski813,,,,white,nonhispanic,M,Dighton  Massachusetts  US,452 Cartwright Landing,Melrose,Massachusetts,Middlesex County,25017,02176,42.41459309137983,-71.09680772243213,43213.82,16780.19,30071
03de580d-16b4-fac9-c4e7-aff89bd95e92,1934-10-20,1992-07-23,999-54-2896,S99970893,X67309443X,Mr.,Andreas188,,O'Hara248,,,M,white,nonhispanic,M,Boston  Massachusetts  US,1049 Hansen Track Suite 19,Bliss Corner,Massachusetts,Bristol County,,00000,41.61286632379109,-70.97435663414493,79892.09,668782.43,135593
5ac541d8-d9c1-28c4-a920-5dc631796fe7,1986-09-12,,999-85-1391,S99927050,X43788907X,Mrs.,Alina705,Patience161,Braun514,,Morissette863,M,white,nonhispanic,F,Lakeville  Massachusetts  US,236 Von Orchard Apt 70,Everett,Massachusetts,Middlesex County,25017,02149,42.476912763326084,-71.05191233280974,479006.74,79099.97,88869
b838c843-b527-9e3e-3955-26b6c01cf81e,1965-10-25,,999-99-7920,S99934445,X22291331X,Mr.,Rodney21,Lenny728,Weber641,,,D,white,hispanic,M,Dedham  Massachusetts  US,408 Goyette Gate Suite 1,Westfield,Massachusetts,Hampden County,25013,01086,42.186419306504426,-72.73232818515496,8995.16,130773.30,21583
109f649d-f2f3-434b-d6c5-1b968b618fab,1967-08-30,2021-06-16,999-76-9071,S99948623,X63647290X,Mrs.,Gladys682,,Wuckert783,,Bartoletti50,M,white,nonhispanic,F,Springfield  Massachusetts  US,828 Jaskolski Gate Unit 15,Bridgewater,Massachusetts,Plymouth County,25023,02324,41.99938748820649,-70.99837779204353,960339.26,808759.91,104742
28ee766c-2106-aedb-c45e-88c9c58828a5,1941-08-03,,999-10-9573,S99963038,X88324612X,Mr.,Bill567,Delbert384,Brekke496,,,W,white,nonhispanic,M,Framingham  Massachusetts  US,190 Krajcik Parade Unit 67,Chelsea,Massachusetts,Suffolk County,25025,02151,42.42609961249389,-71.07810131533559,135147.39,1883007.87,14019
0d00abc6-051f-f12e-7c01-afa494e19b68,2000-04-25,,999-30-9398,S99989443,X66262984X,Ms.,Kelsi424,Karren465,Medhurst46,,,,white,nonhispanic,F,Weymouth  Massachusetts  US,989 Mann Rue Unit 82,Springfield,Massachusetts,Hampden County,25013,01108,42.187018551960705,-72.6436886572703,10345.88,1157665.61,17945
e972695d-abf7-7b6b-a7d2-eefb5ce087e4,2009-05-25,,999-53-9156,,,,Earl438,Shane235,Tremblay80,,,,white,nonhispanic,M,Wilbraham  Massachusetts  US,616 Mante Divide Apt 61,Boston,Massachusetts,Suffolk County,25025,02109,42.294096372863564,-71.10268134275012,63298.93,33753.25,70824
373e0352-e007-1950-270b-140e50401869,1997-02-02,,999-78-1216,S99912843,X88647037X,Ms.,Soledad678,Tomoko463,Funk324,,,,white,nonhispanic,F,North Andover  Massachusetts  US,762 Wilkinson Estate Apt 52,New Bedford,Massachusetts,Bristol County,25005,02746,41.60751630316298,-70.9571736958304,108924.05,410663.70,32026
1a71cbff-552a-4c45-506b-0a3a190909c0,1973-09-14,,999-57-9074,S99950820,X45609960X,Mr.,Tyron580,Humberto482,Shields502,,,W,white,nonhispanic,M,Great Barrington  Massachusetts  US,870 Balistreri Track Suite 83,Bridgewater,Massachusetts,Plymouth County,25023,02324,42.01628989974124,-71.0243544649702,115541.54,35061.60,90212
d7361c47-f775-5dd8-50db-beb235110367,2023-05-03,,999-67-6558,,,,Garnet389,Laurine214,Tillman293,,,,white,nonhispanic,F,Bridgewater  Massachusetts  US,264 Pagac Rue Suite 56,Tewksbury,Massachusetts,Middlesex County,,00000,42.63005055029657,-71.20827930571913,3404.62,3125.10,122797
dca5f25b-dde8-5528-7087-07cefe4fb38e,1984-07-08,,999-43-6222,S99943749,X87825767X,Mr.,Reed154,Raymond398,Crooks415,,,M,white,nonhispanic,M,Southbridge  Massachusetts  US,963 Schumm Green Unit 35,Sandwich,Massachusetts,Barnstable County,25001,02563,41.732043279424126,-70.43807679419727,95408.68,0.00,102868
a6ad1dd8-6f8e-1173-5e18-6e237ae90756,2016-02-06,,999-94-8399,,,,Rolanda823,,Wiza601,,,,white,nonhispanic,F,Springfield  Massachusetts  US,938 Paucek Manor Unit 23,Brockton,Massachusetts,Plymouth County,25023,02351,42.103467519082265,-70.98300719697278,15476.07,23483.00,35916
09521747-7360-74f6-aa25-0755c247770f,1996-03-30,,999-70-8242,S99995338,X46162251X,Mrs.,Deidre679,Maryanna659,Howe413,,Walker122,M,white,nonhispanic,F,Shrewsbury  Massachusetts  US,539 Frami Club Apt 20,East Longmeadow,Massachusetts,Hampden County,,00000,42.012808929724336,-72.49611009176104,199408.09,0.00,107412
f4500ef1-17c5-1448-bb87-0abcf17a0811,1967-08-30,,999-72-9524,S99916095,X42490081X,Mrs.,Raguel228,,Koss676,,Gibson10,M,white,nonhispanic,F,Greenfield  Massachusetts  US,267 Hermiston Corner,Bridgewater,Massachusetts,Plymouth County,25023,02324,41.944322300415344,-70.99309177227398,585059.96,306824.06,104742
7736ad89-3b3c-c6d1-af80-8311142ec95b,1983-05-30,,999-53-2854,S99971760,X15771648X,Mr.,Winston220,,Simonis280,,,M,white,nonhispanic,M,Medfield  Massachusetts  US,413 Bahringer Throughway,Hadley,Massachusetts,Hampshire County,,00000,42.38675014332069,-72.59965335739551,88664.14,58040.14,98246
d5fdda14-759c-335e-b87f-1ebb8f08e480,1995-11-15,,999-77-8261,S99937726,X63889948X,Mr.,Nicolas769,,Collier206,,,S,white,nonhispanic,M,Lyon  Auvergne-Rhone-Alpes  FR,104 Davis Forge Suite 22,Brockton,Massachusetts,Plymouth County,25023,02302,42.060843275503885,-71.08338273188753,7494.55,105135.42,16525
ee69cf4f-cdcb-9d2b-923f-db71cdd9d49d,1943-02-06,,999-22-4547,S99979773,X78471683X,Mr.,Andrew29,Winston220,Abbott774,,,M,white,nonhispanic,M,Boston  Massachusetts  US,961 White Street,Pembroke,Massachusetts,Plymouth County,,00000,42.0375084209698,-70.78720419342221,211744.71,181398.54,80024
14bfb0fe-90fd-5641-b52e-e642cca51d50,1996-02-24,,999-86-2475,S99911204,X38080419X,Mr.,Jesse626,Dewayne363,Skiles927,,,S,white,nonhispanic,M,Boston  Massachusetts  US,250 Reichel Parade,Attleboro,Massachusetts,Bristol County,44007,02861,41.97397582883981,-71.29835751015905,6587.58,202995.46,23286
279ac842-565e-63e0-5fd2-a217c6af1ca2,2002-05-09,,999-98-1460,S99924112,X68324851X,Ms.,Ayanna800,Laine739,Carter549,,,,white,nonhispanic,F,Attleboro  Massachusetts  US,841 Yost Mill Unit 61,Ipswich,Massachusetts,Essex County,25009,01938,42.710944697542,-70.81844167768867,81439.13,27868.17,155686
fba0ebad-ea65-fa4f-1a99-2203da210a93,1964-08-26,,999-30-2176,S99985627,X28020737X,Mrs.,Delores12,Celestine956,Lueilwitz711,,Mosciski958,M,white,nonhispanic,F,Boston  Massachusetts  US,638 Pagac Branch Apt 24,Lowell,Massachusetts,Middlesex County,25017,01851,42.66693746752303,-71.2743275696137,885835.16,92580.79,95705
5ae5582b-1471-610a-4cc8-dc0621e3f63f,1998-09-25,,999-36-5980,S99985943,X51500835X,Ms.,Isabelle619,,Berge125,,,,white,nonhispanic,F,Franklin  Massachusetts  US,809 Hauck Alley,Lancaster,Massachusetts,Worcester County,,00000,42.46698564127664,-71.62670305392469,70012.90,170090.99,89801
d04b71aa-abfd-73c6-f9e9-563a86b03ec7,1990-04-10,,999-14-4648,S99926543,X80126328X,Mrs.,María Elena653,Carla633,Mireles421,,Prado282,M,white,hispanic,F,Juarez  Chihuahua  MX,108 Borer Stravenue,Monson,Massachusetts,Hampden County,,00000,42.05764211180119,-72.35400300076827,179129.00,686154.92,28775
14b91bc7-5c57-7b31-fa0f-1d49d114fca0,1959-07-04,2014-07-08,999-88-7219,S99985523,X5329911X,Mrs.,Catrice481,Giuseppina753,Erdman779,JD,Prosacco716,D,white,nonhispanic,F,Warren  Massachusetts  US,475 Terry Fork Unit 89,Topsfield,Massachusetts,Essex County,25009,01983,42.68227756374064,-70.96589252758433,323088.46,1045966.94,549030
fa9f54b3-ff1e-3554-7cfd-9d8bd28709a5,2013-09-01,,999-82-1260,,,,Kimber624,,Robel940,,,,white,nonhispanic,F,Boston  Massachusetts  US,904 Marquardt Quay,Dartmouth,Massachusetts,Bristol County,,00000,41.5546051896989,-70.98647942707377,30140.88,16553.74,35878
d655380f-0809-6e24-8d3f-610d6aadb103,1980-06-24,,999-83-1574,S99966696,X77914205X,Mr.,Andres25,Raymond398,Waelchi213,,,S,white,nonhispanic,M,Framingham  Massachusetts  US,177 Dickens Mews Suite 0,Boston,Massachusetts,Suffolk County,25017,02467,42.39783207933724,-71.16885814907833,50266.10,68543.04,183614
940a75b4-8bbd-cbff-94e6-4eec53d53f24,1964-11-06,,999-60-9169,S99968102,X9947709X,Mr.,Hershel911,Nestor901,Kiehn525,,,M,white,nonhispanic,M,Brewster  Massachusetts  US,1085 Trantow Crossroad Apt 80,Millville,Massachusetts,Worcester County,,00000,42.053156940194064,-71.56071672433052,143475.85,15016.96,92302
e02c5249-6175-9354-e4ba-4b4e6054c84d,1972-01-24,,999-66-5658,S99995792,X36852053X,Mrs.,Wilma646,Ciera654,Hudson301,,Anderson154,M,white,nonhispanic,F,Newton  Massachusetts  US,213 Greenfelder Mission Suite 63,Burlington,Massachusetts,Middlesex County,25017,01803,42.504350874126374,-71.3073836841796,638880.67,634277.15,61357
cf64db55-3f76-3fc3-637b-fc55bc360cd0,1967-11-07,,999-14-7364,S99931851,X44952091X,Ms.,Audry167,Freda902,Schmidt332,,,S,white,nonhispanic,F,Quincy  Massachusetts  US,1006 Gutmann Park Apt 98,Halifax,Massachusetts,Plymouth County,,00000,41.98425100095465,-70.89191409442931,18579.32,1350457.22,6840
7c552d55-8b08-87f8-a973-252634517557,1979-01-13,,999-84-1708,S99999750,X2089101X,Mrs.,Allison818,Charleen536,White193,,Barton704,M,white,nonhispanic,F,Acton  Massachusetts  US,463 Harvey Extension Unit 87,Concord,Massachusetts,Middlesex County,,00000,42.482543049224816,-71.32379762458547,167961.87,767856.07,647671
b2cc9c4c-862f-2094-122a-248c9b7f4f65,2001-03-29,,999-62-9545,S99939540,X43586360X,Mr.,Grover559,Rolland302,Huel628,,,,white,hispanic,M,Wrentham  Massachusetts  US,411 Daugherty Course Unit 75,Malden,Massachusetts,Middlesex County,25017,02155,42.42316937002246,-71.06081219268233,5404.12,90334.89,22433
36d3d968-9c63-19ab-b8f6-2884747dc7ac,2008-12-17,,999-67-9787,,,,Federico589,Kris249,Fisher429,,,,white,nonhispanic,M,Leicester  Massachusetts  US,250 Emard Bridge Suite 13,Cambridge,Massachusetts,Middlesex County,25017,02472,42.340519852866876,-71.07623878180017,21541.48,18173.03,939751
c9291de4-74be-c52e-e80e-1c1e702198d6,1964-06-11,,999-15-4216,S99993846,X47626287X,Mr.,Santo387,Ellis535,Roberts511,,,W,white,nonhispanic,M,Dartmouth  Massachusetts  US,244 Lindgren Throughway,Middleborough,Massachusetts,Plymouth County,,00000,41.92437733525175,-70.82109149119032,543106.51,338448.84,74227
84d16f0a-4847-e0a8-f0c6-a6055a397130,1959-07-04,2021-08-22,999-57-2079,S99978196,X17295137X,Ms.,Jessica140,Fredricka415,Abernathy524,JD,,S,white,nonhispanic,F,Norwell  Massachusetts  US,414 Murphy Knoll,Topsfield,Massachusetts,Essex County,25009,01983,42.68645878345713,-70.9714821342752,105483.14,145295.50,549030
80d180dd-a085-99db-89f1-d2f970e0c9a0,1956-01-14,2001-09-21,999-72-1131,S99992421,X48821183X,Mr.,Alexander630,Ray930,Schoen8,,,W,white,nonhispanic,M,Boston  Massachusetts  US,534 Corkery Dale,Arlington,Massachusetts,Middlesex County,25017,02474,42.429988290570584,-71.14484349822048,135285.31,61275.96,138733
69e6e284-89fa-37e2-a05a-1dc9b8ea3c55,1934-10-20,2004-01-16,999-77-8880,S99915357,X6578950X,Mr.,Miquel905,Glenn0,Simonis280,,,M,white,nonhispanic,M,Needham  Massachusetts  US,501 Goldner Club,Bliss Corner,Massachusetts,Bristol County,,00000,41.653336351270326,-70.92398497657096,221803.16,516211.08,135593
f1092664-d120-d91c-f9b3-0a59d4fe8517,1983-08-25,,999-43-2811,S99952291,X60095187X,Mr.,Mauro926,Emmanuel930,Adams676,,,M,black,nonhispanic,M,Gardner  Massachusetts  US,618 Heller Forge Suite 71,Medfield,Massachusetts,Norfolk County,25021,02052,42.20256709965331,-71.31157614122655,86353.57,8667.82,67984
60dc7f5b-cecf-50fe-5fcd-089d7fc2056d,1995-03-22,,999-33-2642,S99950105,X81154557X,Mrs.,Kary197,Signe792,Bailey598,,Koelpin146,M,white,nonhispanic,F,Wakefield  Massachusetts  US,171 Gleason Trafficway Apt 6,North Reading,Massachusetts,Middlesex County,,00000,42.6059389236893,-71.08327139629372,74039.45,35139.81,133732
1c7e7699-cb3c-28e5-8e5b-81abf68e8944,1925-03-08,2002-10-20,999-94-2999,S99954958,X66542688X,Ms.,Alexia646,Gussie514,Mante251,,,S,white,nonhispanic,F,Falmouth  Massachusetts  US,500 Robel Way Unit 63,Barnstable,Massachusetts,Barnstable County,25001,02637,41.65852039773076,-70.33232153337251,1142173.82,345778.74,50750
d01e740a-f44b-45c2-99ec-9c42e69c603a,2002-09-15,,999-64-5521,S99941874,X24846731X,Ms.,Dionne995,Clarence5,Farrell962,,,,white,nonhispanic,F,Leicester  Massachusetts  US,480 Stamm Haven,Lowell,Massachusetts,Middlesex County,25017,01850,42.68701038110534,-71.35132756523517,69368.19,59843.04,198087
a63ff13e-1754-f4e4-af1d-01c2f5e65c24,1995-07-20,,999-86-4249,S99945966,X39966881X,Mrs.,Tempie784,Erinn548,Kub800,,Sipes176,M,white,nonhispanic,F,Bridgewater  Massachusetts  US,432 Brakus Union,North Andover,Massachusetts,Essex County,,00000,42.660014366937425,-71.09962113599688,181720.44,958055.15,752547
3f77bb16-3a3e-9265-ff1e-be45f8a83327,1956-01-14,,999-86-7161,S99982923,X62226169X,Mr.,Francisco472,Carmelo33,Heidenreich818,,,S,white,nonhispanic,M,Winchendon  Massachusetts  US,482 Graham Way Suite 80,Arlington,Massachusetts,Middlesex County,25017,02474,42.39459236231016,-71.1945745536259,214307.32,67055.71,138733
8c21d11f-161f-3446-7499-6e4cc74e6bf5,2004-12-01,,999-81-8756,S99916493,,Mr.,Rolland302,Herbert830,Kautzer186,,,,white,nonhispanic,M,Stoneham  Massachusetts  US,265 Collier Frontage road,Medford,Massachusetts,Middlesex County,25017,02155,42.435301439067324,-71.11932502608072,51306.66,16269.65,30634
d2fa6fd0-f7ce-d56a-20e1-562343a11dcd,1925-03-08,1981-12-21,999-44-3529,S99923505,X54701069X,Mrs.,Merilyn246,Elouise806,Kutch271,,Bernhard322,M,white,nonhispanic,F,Stoughton  Massachusetts  US,650 Lemke Skyway Suite 39,Barnstable,Massachusetts,Barnstable County,25001,02630,41.65328624306125,-70.26406004156414,519716.09,199695.77,50750
4e4ae5e8-eddd-93f0-3f26-04264b186b94,1955-11-24,,999-31-8880,S99946160,X46718454X,Mr.,Mauricio81,Darrin898,Luettgen772,,,M,white,nonhispanic,M,Ludlow  Massachusetts  US,391 Gorczany Mall Unit 45,Charlton,Massachusetts,Worcester County,,00000,42.120455263885965,-71.9229478896025,206094.61,160860.68,77532
7cb3a000-e9f1-73cf-f011-01339defc3cd,1953-10-29,,999-45-2162,S99988561,X32240205X,Mr.,Jeffery551,Rolando809,Pacocha935,,,S,white,nonhispanic,M,Acushnet  Massachusetts  US,488 Reichel Wall,Groveland,Massachusetts,Essex County,,00000,42.79969803663133,-71.06122754343278,490980.52,169303.93,42693
c82b87b6-fb32-eddf-138b-0563b257d765,1993-02-07,,999-94-4109,S99916764,X49261709X,Mrs.,Imelda608,Odette203,Blick895,,Wiegand701,M,white,nonhispanic,F,New Bedford  Massachusetts  US,860 Lynch Promenade,Wrentham,Massachusetts,Norfolk County,,00000,42.03648311077013,-71.38295210963899,106616.29,91463.48,110255
03d1efde-3d56-6390-180c-232da52e337a,2003-03-02,,999-62-4627,S99996109,X34038227X,Mr.,Rodrigo242,Joaquín233,Castillo397,,,,white,hispanic,M,Port-au-Prince  Haiti  HT,689 Torphy Mews,Swansea,Massachusetts,Bristol County,,00000,41.72678855399681,-71.20599968669856,77678.30,632624.01,56588
b7df77ae-0e89-81d6-8bb3-04dd2a0d7a08,1947-07-23,2004-07-18,999-36-6310,S99995126,X57994189X,Mrs.,Verna758,Man114,Schiller186,,Crona259,M,white,nonhispanic,F,Westport  Massachusetts  US,900 Ryan Rest Apt 19,Saugus,Massachusetts,Essex County,25009,01906,42.45665679824487,-71.02398539867536,399396.73,108307.67,52332
3bbf64cf-868f-2830-781d-3cb0ab1bae16,2010-12-26,,999-88-2931,,,,Breanna581,Cheyenne169,Monahan736,,,,white,nonhispanic,F,Westfield  Massachusetts  US,562 Boehm Club,Southwick,Massachusetts,Hampden County,,00000,42.05575159988849,-72.79921888192956,1900.00,32137.22,14090
0cd4ab36-3767-5c2f-b8de-f3096b4e5d3d,2008-06-11,,999-25-1438,S99964544,,,Eddy900,Wilber603,Kub800,,,,white,nonhispanic,M,Worcester  Massachusetts  US,679 Hamill Key,Lynn,Massachusetts,Essex County,25009,01907,42.53347617257728,-71.02353535958694,128204.63,4573.53,45970
7fc4d102-9c40-adab-cb4d-a386729828ca,1959-07-04,,999-63-8409,S99928114,X35165004X,Ms.,Danille883,Ja391,Green467,JD,,S,white,nonhispanic,F,Brockton  Massachusetts  US,839 Green Heights Unit 48,Topsfield,Massachusetts,Essex County,25009,01983,42.60437279171092,-70.96616299547351,88736.03,2024649.05,549030
6dbd8d0d-b29d-a770-332d-d4a5227738e6,1925-03-08,,999-37-6410,S99963700,X69575451X,Mrs.,Zulema784,Ronnie7,Bayer639,,Lang846,M,white,nonhispanic,F,Brockton  Massachusetts  US,962 Ruecker Byway Suite 40,Barnstable,Massachusetts,Barnstable County,25001,02655,41.637062314443455,-70.35250541998234,526557.09,453746.44,50750
e7dbed25-2d09-bf4e-e1c9-dc60f91163e6,2014-03-01,,999-62-7720,,,,Simone657,Lorrie905,Reichel38,,,,white,nonhispanic,F,Pittsfield  Massachusetts  US,436 Nicolas Dam Apt 62,Brookline,Massachusetts,Norfolk County,25021,02445,42.361184147313864,-71.14205246717047,24250.79,0.00,668761
f48a6fff-7fa3-0f4f-cdbd-66be1db6643a,2014-09-01,,999-25-8525,,,,Isidro558,Maximo817,Gislason620,,,,white,nonhispanic,M,Brimfield  Massachusetts  US,197 McLaughlin Light,Lawrence,Massachusetts,Essex County,25009,01840,42.6957531704083,-71.1685334321196,1539.92,35447.36,23505
1f9c2888-faff-c8fa-0fbe-6780d2d677c3,1972-08-18,,999-80-3015,S99975232,X56334626X,Mrs.,Aleen595,,Lang846,,Kutch271,M,asian,nonhispanic,F,Beijing  Beijing Municipality  CN,139 Aufderhar Alley,Quincy,Massachusetts,Norfolk County,25021,02169,42.24158129164727,-70.9919504957464,216476.80,1010448.74,29260
4786109c-1797-cfcb-93c5-7f29b2bad683,1947-07-23,,999-92-1866,S99913094,X65784041X,Ms.,Angel97,Jennette837,Berge125,,,S,white,nonhispanic,F,Lexington  Massachusetts  US,886 Windler Manor,Saugus,Massachusetts,Essex County,25009,01906,42.48445455653716,-71.01436465632085,881613.74,414882.37,52332
5be2b2fd-5602-8638-a461-8b0732eecc9b,1979-01-26,,999-53-3095,S99976378,X51210433X,Mrs.,Kathy623,Waneta858,Jacobs452,,Fay398,M,white,nonhispanic,F,Middleborough  Massachusetts  US,620 Gaylord Passage Unit 42,Lowell,Massachusetts,Middlesex County,25017,01852,42.65442857927755,-71.3846919901522,1038898.47,20542.05,117238
7fe83f88-82e2-ca1a-5af2-b03ca20de30e,1954-05-29,2002-05-31,999-90-9320,S99932016,X36445297X,Mr.,Terrance440,Fredrick998,Bogan287,,,D,asian,nonhispanic,M,Lynnfield  Massachusetts  US,186 Bins Grove Unit 34,Woburn,Massachusetts,Middlesex County,25017,01890,42.48543158338949,-71.14443530414742,56822.93,803617.69,14275
6f104462-87f7-7a5f-afd3-02f1a7732db9,2010-07-29,,999-19-7833,,,,Loyd638,Chadwick722,Wunsch504,,,,white,nonhispanic,M,Quincy  Massachusetts  US,833 Considine Loaf Apt 47,Weymouth,Massachusetts,Norfolk County,25021,02189,42.19292134170322,-70.90813126541569,10793.67,251867.37,113968
c8b8a38b-7178-c542-8ffc-26ce038f08f2,1934-10-20,2011-12-09,999-48-5886,S99937972,X87869558X,Mr.,Roy364,Alberto639,Swift555,,,W,white,nonhispanic,M,West Springfield  Massachusetts  US,270 Connelly Terrace,Bliss Corner,Massachusetts,Bristol County,,00000,41.58577490745413,-70.9761516993027,242553.25,3529040.89,135593
af841221-021a-5f77-1126-aa77e5e0e279,1983-11-21,,999-67-5755,S99917455,X75277689X,Mr.,Rob341,Daryl568,Bode78,,,M,white,nonhispanic,M,Marblehead  Massachusetts  US,906 Schroeder Course Suite 3,Sandwich,Massachusetts,Barnstable County,25001,02563,41.6801163061727,-70.51783763829704,104244.54,1060.64,95547
073c2f60-61b9-97ae-0906-32b4e1bc9820,2002-05-07,,999-82-9022,S99954666,X67432497X,Ms.,Delana41,Clair921,Goyette777,,,,white,nonhispanic,F,Boston  Massachusetts  US,215 Rippin Rue Apt 13,Somerville,Massachusetts,Middlesex County,25017,02140,42.42623140760399,-71.11466293052932,206815.55,1466.39,75627
6538a46a-3906-f421-4d43-33374c879970,1997-09-29,,999-79-6999,S99953860,X83253154X,Ms.,Rosalina69,Kathlyn335,Schiller186,,,,white,nonhispanic,F,Boston  Massachusetts  US,1041 Hirthe Haven,Norton,Massachusetts,Bristol County,,00000,41.93727552273756,-71.17778641587513,119817.93,142022.07,99997
c792b4b6-707d-348b-d603-d6c521254839,1977-08-23,,999-10-1628,S99940158,X14425449X,Mr.,Casey401,Allen322,Brakus656,,,M,white,nonhispanic,M,South Yarmouth  Massachusetts  US,512 Shanahan Gate,North Plymouth,Massachusetts,Plymouth County,,00000,41.934564897710665,-70.71100174558207,154495.27,0.00,113419
edff59a2-d2e0-b537-ae91-0f67dad68ece,1978-05-12,,999-29-7828,S99994622,X53819671X,Mrs.,Yolanda648,Laura391,Medrano332,,Zarate81,M,white,hispanic,F,Port-au-Prince  Haiti  HT,183 Zboncak Avenue,Agawam,Massachusetts,Hampden County,25013,01030,42.02225030172256,-72.58816106786726,408719.32,70336.03,61682
485ed1aa-8311-83b2-8a66-a9a8c05f09b1,1953-03-08,2007-04-24,999-89-4020,S99922917,X43190974X,Mr.,Brock407,Marlin805,Hyatt152,,,D,white,nonhispanic,M,Medford  Massachusetts  US,162 Mertz Mall Suite 5,Taunton,Massachusetts,Bristol County,25005,02780,41.93220681346572,-71.1355057410062,113869.77,2379174.88,131959
07057a88-5267-a8dd-7c8e-22e4c0f94b6d,2009-10-01,,999-80-4281,,,,Jessie665,Vincent299,O'Reilly797,,,,white,nonhispanic,M,Holden  Massachusetts  US,778 Hegmann Plaza Unit 79,Belmont,Massachusetts,Middlesex County,25017,02472,42.402436212729526,-71.19415022613558,49662.20,15320.65,160929
cbc758b1-3119-9905-f77b-46f93504d9d3,1934-10-20,,999-28-5305,S99978689,X72496904X,Mr.,Florencio463,Rob341,Beier427,,,D,white,nonhispanic,M,Hudson  Massachusetts  US,871 Schulist Route,Bliss Corner,Massachusetts,Bristol County,,00000,41.56771226548692,-70.89767301402613,157721.65,188224.89,135593
4e031d44-0bd6-1198-40a0-90d49b51d2af,1954-05-29,,999-94-8521,S99996041,X85543178X,Mr.,Evan94,Kirk871,Kunde533,,,S,asian,nonhispanic,M,Brockton  Massachusetts  US,803 Dickens Mews Unit 56,Woburn,Massachusetts,Middlesex County,25017,01890,42.47639585027935,-71.1313577787939,16282.36,320366.03,14275
e843bc9d-4ba6-46f1-6477-17b56d5a63ce,1950-03-06,,999-71-9410,S99945972,X18351807X,Mrs.,Gerri75,Melda993,Luettgen772,,Anderson154,D,asian,nonhispanic,F,Beijing  Beijing Municipality  CN,525 Hodkiewicz Corner Unit 11,Boston,Massachusetts,Suffolk County,25025,02199,42.35926676412948,-71.12279986212405,263371.19,604703.86,370
957c081b-7ff9-5534-9d3c-85d6ebe2fb65,1943-08-16,2010-04-27,999-72-8922,S99921360,X30569498X,Mr.,Sergio619,Galen747,Beahan375,,,M,white,nonhispanic,M,Chicopee  Massachusetts  US,921 Herman Trafficway Unit 39,Abington,Massachusetts,Plymouth County,25023,02351,42.13887499306239,-70.92402692811235,214537.15,308156.58,170660
248d41fc-ebe3-4b10-5145-2e5422a1dd79,1941-01-06,,999-91-2158,S99964315,X32741532X,Mr.,Stefan297,,Monahan736,,,S,asian,nonhispanic,M,Ho Chi Minh City  Gia Định  VN,695 Larson Frontage road Unit 89,South Yarmouth,Massachusetts,Barnstable County,25001,02664,41.661458600620215,-70.17487766246668,94156.00,296286.79,154044
69f128b1-286f-c740-7c0b-adaa02850caa,1987-08-21,,999-69-7319,S99918199,X25133002X,Ms.,Keila316,Clora637,Stehr398,,,S,asian,nonhispanic,F,Busan  Busan  KR,705 Goodwin Fort,Hudson,Massachusetts,Middlesex County,25017,01749,42.358442074620285,-71.5170413913526,685587.94,81466.43,106330
